,skill,count,degree,standard_count,standard_degree,skill profile,job
136,Data Acquisition,13,120,0.14282502910824704,0.7284214311459675,bridging,Data Scientists
137,NoSQL,13,160,0.14282502910824704,1.243866808533638,bridging,Data Scientists
138,Data Manipulation,13,78,0.14282502910824704,0.18720378488891337,bridging,Data Scientists
139,Art and Illustration,13,97,0.14282502910824704,0.4320403391480569,bridging,Data Scientists
140,Data Migration,12,111,0.10599929628716884,0.6124462212337416,bridging,Data Scientists
141,Debugging,12,97,0.10599929628716884,0.4320403391480569,bridging,Data Scientists
142,Business Solutions,12,104,0.10599929628716884,0.5222432801908992,bridging,Data Scientists
143,Travel and Tourism,12,128,0.10599929628716884,0.8315105066235016,bridging,Data Scientists
144,Root Cause Analysis,12,96,0.10599929628716884,0.4191542047133651,bridging,Data Scientists
145,Compensation and Benefits,12,102,0.10599929628716884,0.49647101132151567,bridging,Data Scientists
146,Physics,12,119,0.10599929628716884,0.7155352967112757,bridging,Data Scientists
147,C#,12,138,0.10599929628716884,0.9603718509704192,bridging,Data Scientists
148,Databricks,12,136,0.10599929628716884,0.9345995821010357,bridging,Data Scientists
149,HyperText Markup Language (HTML),11,113,0.06917356346609065,0.638218490103125,bridging,Data Scientists
150,Business Analysis,11,109,0.06917356346609065,0.586673952364358,bridging,Data Scientists
151,XML,11,151,0.06917356346609065,1.1278915986214122,bridging,Data Scientists
152,Digital Marketing,11,107,0.06917356346609065,0.5609016834949745,bridging,Data Scientists
153,Information Management,11,114,0.06917356346609065,0.6511046245378168,bridging,Data Scientists
154,Scripting Languages,11,89,0.06917356346609065,0.32895126367052274,bridging,Data Scientists
155,Cloud Technologies,11,120,0.06917356346609065,0.7284214311459675,bridging,Data Scientists
156,Alteryx,11,74,0.06917356346609065,0.13565924715014632,bridging,Data Scientists
157,Jenkins,11,131,0.06917356346609065,0.8701689099275768,bridging,Data Scientists
158,Business Intelligence Tools,11,120,0.06917356346609065,0.7284214311459675,bridging,Data Scientists
159,Data Mapping,11,78,0.06917356346609065,0.18720378488891337,bridging,Data Scientists
160,Business Management,11,87,0.06917356346609065,0.30317899480113925,bridging,Data Scientists
161,MapReduce,11,114,0.06917356346609065,0.6511046245378168,bridging,Data Scientists
162,Inventory and Warehousing,10,80,0.03234783064501245,0.2129760537582969,bridging,Data Scientists
163,Google Cloud,10,141,0.03234783064501245,0.9990302542744944,bridging,Data Scientists
164,User Acceptance Testing (UAT),10,88,0.03234783064501245,0.316065129235831,bridging,Data Scientists
165,Natural Language Processing,10,81,0.03234783064501245,0.22586218819298864,bridging,Data Scientists
166,E-Commerce,10,98,0.03234783064501245,0.4449264735827486,bridging,Data Scientists
167,Recruitment,10,89,0.03234783064501245,0.32895126367052274,bridging,Data Scientists
169,Dataset,10,75,0.03234783064501245,0.14854538158483807,bridging,Data Scientists
171,Database Design,10,121,0.03234783064501245,0.7413075655806592,bridging,Data Scientists
172,Microsoft Azure,10,149,0.03234783064501245,1.1021193297520286,bridging,Data Scientists
0,Communication,62,315,7.932166568330441,4.735836758348871,core,Information Security Engineers
1,"Policy Analysis, Research, and Development",61,295,7.795261430977136,4.368656179857873,core,Information Security Engineers
2,Business,54,306,6.836925469503994,4.570605498027922,core,Information Security Engineers
3,Design,50,270,6.28930492009077,3.9096804567441263,core,Information Security Engineers
4,"Engineering, Scientific, and Technical Instruments",49,275,6.152399782737464,4.0014756013668755,core,Information Security Engineers
5,Administration,37,279,4.5095381344977925,4.074911717065075,core,Information Security Engineers
6,Amazon Web Services (AWS),37,280,4.5095381344977925,4.093270745989625,core,Information Security Engineers
7,Science and Research,37,288,4.5095381344977925,4.240142977386024,core,Information Security Engineers
8,"Company, Product, and Service Knowledge",37,265,4.5095381344977925,3.817885312121377,core,Information Security Engineers
9,Computer Science,36,279,4.372632997144487,4.074911717065075,core,Information Security Engineers
10,Linux,35,282,4.235727859791181,4.1299888038387245,core,Information Security Engineers
11,"Maintenance, Repair, and Facility Services",33,232,3.9619175850845694,3.212037357611231,core,Information Security Engineers
12,"Water Supply, Testing, and Treatment",28,203,3.2773918983180397,2.6796255187992846,core,Information Security Engineers
13,Architecture and Construction,27,226,3.1404867609647336,3.1018831840639316,core,Information Security Engineers
14,Automation,25,235,2.8666764862581218,3.2671144443848807,core,Information Security Engineers
16,DevOps,22,194,2.455961074198204,2.5143942584783354,core,Information Security Engineers
17,Information Technology,22,195,2.455961074198204,2.5327532874028855,core,Information Security Engineers
18,"Law, Regulation, and Compliance",22,223,2.455961074198204,3.046806097290282,core,Information Security Engineers
19,Analysis,21,215,2.319055936844898,2.899933865893883,core,Information Security Engineers
20,Scripting,19,194,2.045245662138286,2.5143942584783354,core,Information Security Engineers
21,Servers,19,186,2.045245662138286,2.3675220270819364,core,Information Security Engineers
22,Python,19,192,2.045245662138286,2.4776762006292357,core,Information Security Engineers
15,Network Security,23,149,2.59286621155151,1.688237956873591,adjacent,Information Security Engineers
24,Cloud Infrastructure,17,183,1.7714353874316742,2.312444940308287,specialized,Information Security Engineers
25,System Administration,16,200,1.6345302500783683,2.6245484320256347,specialized,Information Security Engineers
26,Firewall,16,171,1.6345302500783683,2.0921365932136884,specialized,Information Security Engineers
27,Incident Response,16,171,1.6345302500783683,2.0921365932136884,specialized,Information Security Engineers
29,Cloud Services,15,171,1.4976251127250624,2.0921365932136884,specialized,Information Security Engineers
34,Cyber Security,13,171,1.2238148380184504,2.0921365932136884,specialized,Information Security Engineers
36,Active Directory,13,177,1.2238148380184504,2.2022907667609877,specialized,Information Security Engineers
39,Transmission Control Protocol (TCP),13,169,1.2238148380184504,2.0554185353645886,specialized,Information Security Engineers
47,Kubernetes,11,185,0.9500045633118385,2.3491629981573867,specialized,Information Security Engineers
23,Vulnerability,17,150,1.7714353874316742,1.706596985798141,bridging,Information Security Engineers
28,Cybersecurity,15,157,1.4976251127250624,1.83511018826999,bridging,Information Security Engineers
30,Production and Assembly,14,159,1.3607199753717565,1.8718282461190898,bridging,Information Security Engineers
31,"Fire Prevention, Safety, and Control",14,134,1.3607199753717565,1.4128525230053428,bridging,Information Security Engineers
32,JavaScript and jQuery,14,149,1.3607199753717565,1.688237956873591,bridging,Information Security Engineers
33,JavaScript,14,148,1.3607199753717565,1.6698789279490411,bridging,Information Security Engineers
35,Public Cloud,13,148,1.2238148380184504,1.6698789279490411,bridging,Information Security Engineers
37,Java,13,138,1.2238148380184504,1.4862886387035423,bridging,Information Security Engineers
38,Computer Engineering,13,148,1.2238148380184504,1.6698789279490411,bridging,Information Security Engineers
40,Google,13,159,1.2238148380184504,1.8718282461190898,bridging,Information Security Engineers
41,Problem Solving,12,157,1.0869097006651445,1.83511018826999,bridging,Information Security Engineers
42,Events and Conferences,12,145,1.0869097006651445,1.6148018411753915,bridging,Information Security Engineers
43,Security Operations,12,97,1.0869097006651445,0.7335684527969973,bridging,Information Security Engineers
44,Project Management,11,158,0.9500045633118385,1.85346921719454,bridging,Information Security Engineers
45,Unix,11,143,0.9500045633118385,1.5780837833262917,bridging,Information Security Engineers
46,UNIX,11,144,0.9500045633118385,1.5964428122508416,bridging,Information Security Engineers
48,Ansible,11,136,0.9500045633118385,1.4495705808544426,bridging,Information Security Engineers
49,Operating Systems,11,123,0.9500045633118385,1.2109032048352941,bridging,Information Security Engineers
50,Education and Training,11,153,0.9500045633118385,1.7616740725717905,bridging,Information Security Engineers
51,Encryption,10,114,0.8130994259585326,1.0456719445143452,bridging,Information Security Engineers
52,Disaster Recovery,10,142,0.8130994259585326,1.5597247544017419,bridging,Information Security Engineers
53,Terraform,10,139,0.8130994259585326,1.5046476676280922,bridging,Information Security Engineers
54,Analytics,10,126,0.8130994259585326,1.2659802916089438,bridging,Information Security Engineers
55,TCP/IP,10,133,0.8130994259585326,1.394493494080793,bridging,Information Security Engineers
56,Cloud Computing,9,125,0.6761942886052266,1.2476212626843939,bridging,Information Security Engineers
57,Mitigation,9,112,0.6761942886052266,1.0089538866652454,bridging,Information Security Engineers
58,Information Systems,9,137,0.6761942886052266,1.4679296097789925,bridging,Information Security Engineers
59,Debugging,9,136,0.6761942886052266,1.4495705808544426,bridging,Information Security Engineers
60,Installation,9,134,0.6761942886052266,1.4128525230053428,bridging,Information Security Engineers
61,Virtual Private Networks (VPN),8,100,0.5392891512519207,0.788645539570647,bridging,Information Security Engineers
62,VMware,8,110,0.5392891512519207,0.9722358288161458,bridging,Information Security Engineers
63,Writing,8,157,0.5392891512519207,1.83511018826999,bridging,Information Security Engineers
64,Google Cloud Platform,8,132,0.5392891512519207,1.376134465156243,bridging,Information Security Engineers
65,Docker,8,164,0.5392891512519207,1.9636233907418392,bridging,Information Security Engineers
66,Bash,8,117,0.5392891512519207,1.1007490312879948,bridging,Information Security Engineers
67,Simple Object Access Protocol (SOAP),8,117,0.5392891512519207,1.1007490312879948,bridging,Information Security Engineers
68,PHP,8,135,0.5392891512519207,1.4312115519298927,bridging,Information Security Engineers
69,Web Services,8,122,0.5392891512519207,1.1925441759107442,bridging,Information Security Engineers
70,Software Development,8,111,0.5392891512519207,0.9905948577406957,bridging,Information Security Engineers
71,Chef,7,115,0.40238401389861467,1.064030973438895,bridging,Information Security Engineers
72,In-Plane Switching (IPS),7,95,0.40238401389861467,0.6968503949478976,bridging,Information Security Engineers
73,Google Cloud,7,119,0.40238401389861467,1.1374670891370946,bridging,Information Security Engineers
74,Application Programming Interface (API),7,101,0.40238401389861467,0.8070045684951969,bridging,Information Security Engineers
75,Git,7,104,0.40238401389861467,0.8620816552688465,bridging,Information Security Engineers
76,Sales,7,74,0.40238401389861467,0.3113107875323501,bridging,Information Security Engineers
77,Technical Support and Services,7,125,0.40238401389861467,1.2476212626843939,bridging,Information Security Engineers
78,Penetration Testing,7,101,0.40238401389861467,0.8070045684951969,bridging,Information Security Engineers
79,Jenkins,7,124,0.40238401389861467,1.229262233759844,bridging,Information Security Engineers
80,XML,7,102,0.40238401389861467,0.8253635974197467,bridging,Information Security Engineers
81,Change Management,7,98,0.40238401389861467,0.7519274817215472,bridging,Information Security Engineers
82,Customer Service,7,104,0.40238401389861467,0.8620816552688465,bridging,Information Security Engineers
83,Infrastructure As A Service (IaaS),7,153,0.40238401389861467,1.7616740725717905,bridging,Information Security Engineers
84,Incident Management,6,120,0.2654788765453087,1.1558261180616445,bridging,Information Security Engineers
85,Microsoft Azure,6,94,0.2654788765453087,0.6784913660233477,bridging,Information Security Engineers
86,JSON,6,102,0.2654788765453087,0.8253635974197467,bridging,Information Security Engineers
87,SSL,6,81,0.2654788765453087,0.43982399000419925,bridging,Information Security Engineers
88,"Economics, Policy, and Social Studies",6,122,0.2654788765453087,1.1925441759107442,bridging,Information Security Engineers
89,Virtualization,6,83,0.2654788765453087,0.476542047853299,bridging,Information Security Engineers
90,Application Security,6,119,0.2654788765453087,1.1374670891370946,bridging,Information Security Engineers
92,Service Management,6,102,0.2654788765453087,0.8253635974197467,bridging,Information Security Engineers
93,Programming languages,6,75,0.2654788765453087,0.32966981645689997,bridging,Information Security Engineers
94,Problem Management,6,83,0.2654788765453087,0.476542047853299,bridging,Information Security Engineers
95,Ruby,6,93,0.2654788765453087,0.6601323370987978,bridging,Information Security Engineers
96,Language,6,122,0.2654788765453087,1.1925441759107442,bridging,Information Security Engineers
97,NoSQL,6,79,0.2654788765453087,0.4031059321550995,bridging,Information Security Engineers
98,Puppet,6,97,0.2654788765453087,0.7335684527969973,bridging,Information Security Engineers
99,HyperText Markup Language (HTML),6,68,0.2654788765453087,0.2011566139850508,bridging,Information Security Engineers
100,Databases,6,97,0.2654788765453087,0.7335684527969973,bridging,Information Security Engineers
101,Cloud Migration,5,90,0.1285737391920028,0.6050552503251482,bridging,Information Security Engineers
102,Risk Management,5,73,0.1285737391920028,0.2929517586078002,bridging,Information Security Engineers
103,Splunk,5,69,0.1285737391920028,0.21951564290960068,bridging,Information Security Engineers
104,Configuration Management,5,100,0.1285737391920028,0.788645539570647,bridging,Information Security Engineers
105,Oracle,5,95,0.1285737391920028,0.6968503949478976,bridging,Information Security Engineers
106,Cloud Technologies,5,87,0.1285737391920028,0.5499781635514985,bridging,Information Security Engineers
107,Unit Testing,5,63,0.1285737391920028,0.10936146936230141,bridging,Information Security Engineers
109,Travel and Tourism,5,85,0.1285737391920028,0.5132601057023988,bridging,Information Security Engineers
110,Microservices,5,81,0.1285737391920028,0.43982399000419925,bridging,Information Security Engineers
111,MySQL,5,105,0.1285737391920028,0.8804406841933964,bridging,Information Security Engineers
112,Application Development,5,106,0.1285737391920028,0.8987997131179463,bridging,Information Security Engineers
0,Design,155,487,11.777429967432916,6.546889437516529,core,Computer Systems Engineers/Architects
1,"Policy Analysis, Research, and Development",124,437,9.339454396344742,5.784335105324975,core,Computer Systems Engineers/Architects
2,Business,122,437,9.182165649822926,5.784335105324975,core,Computer Systems Engineers/Architects
3,"Company, Product, and Service Knowledge",113,418,8.474366290474746,5.494564459092184,core,Computer Systems Engineers/Architects
4,"Engineering, Scientific, and Technical Instruments",99,410,7.373345064822023,5.372555765941535,core,Computer Systems Engineers/Architects
5,Architecture and Construction,89,393,6.586901332212935,5.113287292996407,core,Computer Systems Engineers/Architects
6,Communication,89,422,6.586901332212935,5.555568805667509,core,Computer Systems Engineers/Architects
7,Science and Research,87,403,6.429612585691117,5.265798159434718,core,Computer Systems Engineers/Architects
8,Computer Science,85,382,6.2723238391692995,4.945525339914266,core,Computer Systems Engineers/Architects
9,Information Technology,68,273,4.935369493733849,3.2831568957366772,core,Computer Systems Engineers/Architects
10,"Maintenance, Repair, and Facility Services",64,314,4.620792000690214,3.908451448133752,core,Computer Systems Engineers/Architects
11,Analysis,63,376,4.542147627429306,4.854018820051279,core,Computer Systems Engineers/Architects
12,Linux,55,383,3.912992641342035,4.9607764265580965,core,Computer Systems Engineers/Architects
13,"Water Supply, Testing, and Treatment",51,312,3.5984151482984,3.877949274846089,core,Computer Systems Engineers/Architects
14,Administration,49,342,3.4411264017765824,4.335481874161022,core,Computer Systems Engineers/Architects
15,Amazon Web Services (AWS),45,300,3.126548908732947,3.6949362351201165,core,Computer Systems Engineers/Architects
16,Automation,43,300,2.9692601622111296,3.6949362351201165,core,Computer Systems Engineers/Architects
17,Firewall,39,246,2.6546826691674945,2.871377556353238,core,Computer Systems Engineers/Architects
18,Python,36,334,2.4187495493847684,4.213473181010373,core,Computer Systems Engineers/Architects
19,Project Management,35,239,2.3401051761238594,2.7646199498464203,core,Computer Systems Engineers/Architects
20,"Fire Prevention, Safety, and Control",33,264,2.182816429602042,3.1458971159421973,core,Computer Systems Engineers/Architects
21,Java,33,255,2.182816429602042,3.008637336147718,core,Computer Systems Engineers/Architects
22,Servers,32,297,2.1041720563411332,3.649182975188623,core,Computer Systems Engineers/Architects
23,Virtual Private Networks (VPN),31,221,2.0255276830802242,2.490100390257461,core,Computer Systems Engineers/Architects
24,Production and Assembly,30,248,1.9468833098193155,2.9018797296409002,specialized,Computer Systems Engineers/Architects
25,Software Development,28,234,1.7895945632974979,2.688364516627265,specialized,Computer Systems Engineers/Architects
27,"Law, Regulation, and Compliance",28,259,1.7895945632974979,3.069641682723042,specialized,Computer Systems Engineers/Architects
29,DevOps,27,208,1.710950190036589,2.291836263887657,specialized,Computer Systems Engineers/Architects
31,Problem Solving,25,231,1.5536614435147715,2.642611256695772,specialized,Computer Systems Engineers/Architects
33,Business Requirements,25,205,1.5536614435147715,2.246083003956164,specialized,Computer Systems Engineers/Architects
34,Installation,24,223,1.4750170702538627,2.5206025635451232,specialized,Computer Systems Engineers/Architects
35,Scripting,23,252,1.396372696992954,2.9628840762162243,specialized,Computer Systems Engineers/Architects
36,Cloud Infrastructure,21,201,1.2390839504711364,2.1850786573808394,specialized,Computer Systems Engineers/Architects
38,Application Programming Interface (API),21,210,1.2390839504711364,2.3223384371753193,specialized,Computer Systems Engineers/Architects
39,Databases,20,211,1.1604395772102276,2.33758952381915,specialized,Computer Systems Engineers/Architects
44,C,18,197,1.00315083068841,2.124074310805515,specialized,Computer Systems Engineers/Architects
45,C and C++,18,196,1.00315083068841,2.108823224161684,specialized,Computer Systems Engineers/Architects
46,Travel and Tourism,18,192,1.00315083068841,2.0478188775863595,specialized,Computer Systems Engineers/Architects
50,Git,17,224,0.9245064574275011,2.535853650188954,specialized,Computer Systems Engineers/Architects
26,Network Security,28,177,1.7895945632974979,1.8190525779288935,bridging,Computer Systems Engineers/Architects
28,Network Infrastructure,28,143,1.7895945632974979,1.3005156320386366,bridging,Computer Systems Engineers/Architects
30,Open Shortest Path First (OSPF),26,180,1.6323058167756803,1.8648058378603867,bridging,Computer Systems Engineers/Architects
32,Sales,25,188,1.5536614435147715,1.9868145310110354,bridging,Computer Systems Engineers/Architects
37,PHP,21,134,1.2390839504711364,1.163255852244157,bridging,Computer Systems Engineers/Architects
40,Transmission Control Protocol (TCP),20,152,1.1604395772102276,1.4377754118331165,bridging,Computer Systems Engineers/Architects
41,Writing,19,169,1.0817952039493188,1.6970438847782447,bridging,Computer Systems Engineers/Architects
42,Education and Training,19,142,1.0817952039493188,1.2852645453948057,bridging,Computer Systems Engineers/Architects
43,Language,18,178,1.00315083068841,1.8343036645727244,bridging,Computer Systems Engineers/Architects
47,Virtualization,18,172,1.00315083068841,1.7427971447097381,bridging,Computer Systems Engineers/Architects
48,Routing Protocols,17,133,0.9245064574275011,1.1480047656003258,bridging,Computer Systems Engineers/Architects
49,TCP/IP,17,127,0.9245064574275011,1.0564982457373395,bridging,Computer Systems Engineers/Architects
51,Operating Systems,16,171,0.8458620841665924,1.727546058065907,bridging,Computer Systems Engineers/Architects
52,Change Management,16,133,0.8458620841665924,1.1480047656003258,bridging,Computer Systems Engineers/Architects
53,MySQL,16,164,0.8458620841665924,1.6207884515590893,bridging,Computer Systems Engineers/Architects
54,NoSQL,16,179,0.8458620841665924,1.8495547512165555,bridging,Computer Systems Engineers/Architects
55,JavaScript,15,171,0.7672177109056836,1.727546058065907,bridging,Computer Systems Engineers/Architects
56,JavaScript and jQuery,15,172,0.7672177109056836,1.7427971447097381,bridging,Computer Systems Engineers/Architects
57,VMware,15,182,0.7672177109056836,1.895308011148049,bridging,Computer Systems Engineers/Architects
58,Debugging,14,146,0.6885733376447748,1.34626889197013,bridging,Computer Systems Engineers/Architects
59,Banking,14,123,0.6885733376447748,0.9954938991620151,bridging,Computer Systems Engineers/Architects
60,Web Services,14,155,0.6885733376447748,1.4835286717646097,bridging,Computer Systems Engineers/Architects
61,Technical Support and Services,14,125,0.6885733376447748,1.0259960724496773,bridging,Computer Systems Engineers/Architects
62,Ansible,14,157,0.6885733376447748,1.514030845052272,bridging,Computer Systems Engineers/Architects
63,Microservices,14,158,0.6885733376447748,1.5292819316961028,bridging,Computer Systems Engineers/Architects
64,Computer Engineering,14,162,0.6885733376447748,1.5902862782714273,bridging,Computer Systems Engineers/Architects
65,JIRA,13,153,0.6099289643838659,1.4530264984769474,bridging,Computer Systems Engineers/Architects
66,"Economics, Policy, and Social Studies",13,144,0.6099289643838659,1.3157667186824678,bridging,Computer Systems Engineers/Architects
67,Unix,13,152,0.6099289643838659,1.4377754118331165,bridging,Computer Systems Engineers/Architects
68,UNIX,13,151,0.6099289643838659,1.4225243251892854,bridging,Computer Systems Engineers/Architects
69,Analytics,13,154,0.6099289643838659,1.4682775851207786,bridging,Computer Systems Engineers/Architects
70,Solution Design,12,127,0.5312845911229571,1.0564982457373395,bridging,Computer Systems Engineers/Architects
71,Network Engineering,12,106,0.5312845911229571,0.7362254262168868,bridging,Computer Systems Engineers/Architects
72,Enterprise Architecture,12,98,0.5312845911229571,0.6142167330662381,bridging,Computer Systems Engineers/Architects
73,Kubernetes,12,157,0.5312845911229571,1.514030845052272,bridging,Computer Systems Engineers/Architects
74,Oracle,12,166,0.5312845911229571,1.6512906248467516,bridging,Computer Systems Engineers/Architects
75,Cloud Computing,12,133,0.5312845911229571,1.1480047656003258,bridging,Computer Systems Engineers/Architects
76,Machine Learning (ML),12,143,0.5312845911229571,1.3005156320386366,bridging,Computer Systems Engineers/Architects
77,Dynamic Host Configuration Protocol (DHCP),11,110,0.45264021786204833,0.7972297727922111,bridging,Computer Systems Engineers/Architects
78,Load Balancing,11,129,0.45264021786204833,1.0870004190250016,bridging,Computer Systems Engineers/Architects
79,Events and Conferences,11,108,0.45264021786204833,0.7667275995045489,bridging,Computer Systems Engineers/Architects
80,Docker,11,154,0.45264021786204833,1.4682775851207786,bridging,Computer Systems Engineers/Architects
81,C++,11,81,0.45264021786204833,0.35494826012110975,bridging,Computer Systems Engineers/Architects
82,Disaster Recovery,11,119,0.45264021786204833,0.9344895525866908,bridging,Computer Systems Engineers/Architects
83,SolarWinds,11,152,0.45264021786204833,1.4377754118331165,bridging,Computer Systems Engineers/Architects
84,Solution Architecture,11,113,0.45264021786204833,0.8429830327237043,bridging,Computer Systems Engineers/Architects
85,IT Infrastructure,11,119,0.45264021786204833,0.9344895525866908,bridging,Computer Systems Engineers/Architects
86,Customer Service,11,131,0.45264021786204833,1.1175025923126638,bridging,Computer Systems Engineers/Architects
87,Firmware,11,107,0.45264021786204833,0.7514765128607178,bridging,Computer Systems Engineers/Architects
88,Marketing,11,109,0.45264021786204833,0.78197868614838,bridging,Computer Systems Engineers/Architects
89,Infrastructure As A Service (IaaS),10,156,0.37399584460113955,1.4987797584084408,bridging,Computer Systems Engineers/Architects
90,Terraform,10,127,0.37399584460113955,1.0564982457373395,bridging,Computer Systems Engineers/Architects
91,React,10,139,0.37399584460113955,1.2395112854633124,bridging,Computer Systems Engineers/Architects
92,Cloud Technologies,10,144,0.37399584460113955,1.3157667186824678,bridging,Computer Systems Engineers/Architects
93,Incident Management,10,152,0.37399584460113955,1.4377754118331165,bridging,Computer Systems Engineers/Architects
94,Application Development,10,136,0.37399584460113955,1.1937580255318192,bridging,Computer Systems Engineers/Architects
95,Big Data,10,139,0.37399584460113955,1.2395112854633124,bridging,Computer Systems Engineers/Architects
96,C#,10,152,0.37399584460113955,1.4377754118331165,bridging,Computer Systems Engineers/Architects
98,Configuration Management,10,109,0.37399584460113955,0.78197868614838,bridging,Computer Systems Engineers/Architects
99,Initiative and Leadership,10,114,0.37399584460113955,0.8582341193675354,bridging,Computer Systems Engineers/Architects
100,Electronics,10,96,0.37399584460113955,0.5837145597785759,bridging,Computer Systems Engineers/Architects
101,System Administration,9,116,0.2953514713402307,0.8887362926551976,bridging,Computer Systems Engineers/Architects
102,Virtual Local Area Network (VLAN),9,66,0.2953514713402307,0.12618196046364352,bridging,Computer Systems Engineers/Architects
103,Cisco Routers,9,62,0.2953514713402307,0.0651776138883192,bridging,Computer Systems Engineers/Architects
104,Emerging Technologies,9,105,0.2953514713402307,0.7209743395730557,bridging,Computer Systems Engineers/Architects
105,In-Plane Switching (IPS),9,114,0.2953514713402307,0.8582341193675354,bridging,Computer Systems Engineers/Architects
106,Telecommunications,9,81,0.2953514713402307,0.35494826012110975,bridging,Computer Systems Engineers/Architects
107,Technical Assistance,9,114,0.2953514713402307,0.8582341193675354,bridging,Computer Systems Engineers/Architects
108,Scalability,9,116,0.2953514713402307,0.8887362926551976,bridging,Computer Systems Engineers/Architects
109,MongoDB,9,127,0.2953514713402307,1.0564982457373395,bridging,Computer Systems Engineers/Architects
110,Google Cloud Platform,9,164,0.2953514713402307,1.6207884515590893,bridging,Computer Systems Engineers/Architects
111,Systems Architecture,9,93,0.2953514713402307,0.5379612998470827,bridging,Computer Systems Engineers/Architects
112,Cloud Services,9,99,0.2953514713402307,0.6294678197100692,bridging,Computer Systems Engineers/Architects
113,Artificial Intelligence (AI),9,106,0.2953514713402307,0.7362254262168868,bridging,Computer Systems Engineers/Architects
114,Continuous Integration,9,123,0.2953514713402307,0.9954938991620151,bridging,Computer Systems Engineers/Architects
115,Service Level,9,104,0.2953514713402307,0.7057232529292246,bridging,Computer Systems Engineers/Architects
116,Telephony,9,103,0.2953514713402307,0.6904721662853935,bridging,Computer Systems Engineers/Architects
117,Bash,9,145,0.2953514713402307,1.3310178053262989,bridging,Computer Systems Engineers/Architects
118,Active Directory,9,140,0.2953514713402307,1.2547623721071435,bridging,Computer Systems Engineers/Architects
119,System Design and Implementation,9,116,0.2953514713402307,0.8887362926551976,bridging,Computer Systems Engineers/Architects
120,Software Engineering,8,117,0.21670709807932192,0.9039873792990286,bridging,Computer Systems Engineers/Architects
121,Perl,8,114,0.21670709807932192,0.8582341193675354,bridging,Computer Systems Engineers/Architects
122,Fortinet,8,100,0.21670709807932192,0.6447189063539003,bridging,Computer Systems Engineers/Architects
123,Root Cause Analysis,8,80,0.21670709807932192,0.3396971734772787,bridging,Computer Systems Engineers/Architects
124,Architectural Design,8,81,0.21670709807932192,0.35494826012110975,bridging,Computer Systems Engineers/Architects
125,Google,8,101,0.21670709807932192,0.6599699929977313,bridging,Computer Systems Engineers/Architects
126,PostgreSQL,8,122,0.21670709807932192,0.980242812518184,bridging,Computer Systems Engineers/Architects
127,Technology Solutions,8,130,0.21670709807932192,1.1022515056688327,bridging,Computer Systems Engineers/Architects
128,Apache,8,127,0.21670709807932192,1.0564982457373395,bridging,Computer Systems Engineers/Architects
129,HTML5,8,89,0.21670709807932192,0.47695695327175835,bridging,Computer Systems Engineers/Architects
130,Information Systems,8,138,0.21670709807932192,1.2242601988194812,bridging,Computer Systems Engineers/Architects
131,Data Management,8,90,0.21670709807932192,0.4922080399155895,bridging,Computer Systems Engineers/Architects
132,Uptime,8,159,0.21670709807932192,1.544533018339934,bridging,Computer Systems Engineers/Architects
133,Candidate Relationship Management (CRM),8,84,0.21670709807932192,0.40070152005260296,bridging,Computer Systems Engineers/Architects
135,HyperText Markup Language (HTML),8,122,0.21670709807932192,0.980242812518184,bridging,Computer Systems Engineers/Architects
136,Network Support,8,97,0.21670709807932192,0.598965646422407,bridging,Computer Systems Engineers/Architects
137,SSL,8,104,0.21670709807932192,0.7057232529292246,bridging,Computer Systems Engineers/Architects
138,R,8,83,0.21670709807932192,0.3854504334087719,bridging,Computer Systems Engineers/Architects
139,ServiceNow,8,94,0.21670709807932192,0.5532123864909138,bridging,Computer Systems Engineers/Architects
140,Financial Services,8,111,0.21670709807932192,0.8124808594360422,bridging,Computer Systems Engineers/Architects
141,Storage Area Network (SAN),8,105,0.21670709807932192,0.7209743395730557,bridging,Computer Systems Engineers/Architects
142,Peripheral Component Interconnect (PCI),7,103,0.13806272481841314,0.6904721662853935,bridging,Computer Systems Engineers/Architects
143,Cascading Style Sheets (CSS),7,122,0.13806272481841314,0.980242812518184,bridging,Computer Systems Engineers/Architects
144,Network Monitoring,7,58,0.13806272481841314,0.00417326731299489,bridging,Computer Systems Engineers/Architects
145,Jenkins,7,103,0.13806272481841314,0.6904721662853935,bridging,Computer Systems Engineers/Architects
146,Citrix,7,115,0.13806272481841314,0.8734852060113665,bridging,Computer Systems Engineers/Architects
147,Systems Engineering,7,101,0.13806272481841314,0.6599699929977313,bridging,Computer Systems Engineers/Architects
148,Technical Documentation,7,79,0.13806272481841314,0.32444608683344756,bridging,Computer Systems Engineers/Architects
149,UI/UX,7,71,0.13806272481841314,0.20243739368279892,bridging,Computer Systems Engineers/Architects
150,Cloud Solutions,7,110,0.13806272481841314,0.7972297727922111,bridging,Computer Systems Engineers/Architects
151,Electrical and Computer Engineering,7,92,0.13806272481841314,0.5227102132032516,bridging,Computer Systems Engineers/Architects
152,Tooling,7,128,0.13806272481841314,1.0717493323811704,bridging,Computer Systems Engineers/Architects
153,Internet Of Things (IoT),7,77,0.13806272481841314,0.2939439135457854,bridging,Computer Systems Engineers/Architects
154,Service Management,7,82,0.13806272481841314,0.3701993467649408,bridging,Computer Systems Engineers/Architects
155,Customer and Client Support,7,59,0.13806272481841314,0.01942435395682597,bridging,Computer Systems Engineers/Architects
