node,HGPA_label,NMF_label
Object-oriented_programming_languages,11,13
Okta,5,2
OpenAPI,13,7
OpenCV,13,8
OpenManage,3,9
OpenShift,5,2
OpenStack,14,4
Open_Shortest_Path_First_(OSPF),8,5
Operating_Systems,4,9
Operating_system_software,4,9
Operational_Excellence,3,2
Operations_Management,8,0
Oracle,12,10
Oracle_Cloud,9,10
Oracle_SOA_Suite,5,2
Oral_and_Dental_Care,11,3
Order_Management,4,3
Outbound_Calls,8,6
Outsourcing,0,11
PHP,12,3
PRINCE,0,11
Palo_Alto_Firewalls,12,9
Patch_Management,5,2
Payment_Gateway,4,3
Peer_Review,14,5
Penetration_Testing,2,1
People_Management,11,0
Performance_Analysis,2,1
Performance_Testing,5,2
Performance_Tuning,9,10
Peripheral_Component_Interconnect_(PCI),7,6
Peripheral_Devices,14,14
Perl,7,5
Personality_Development,11,6
PfSense,10,10
Physical_Security,13,8
Physical_Therapy,11,3
Physics,13,7
Platform_Tools,5,2
"Policy_Analysis,_Research,_and_Development",12,2
Portfolio_Management,10,4
PostgreSQL,6,2
Power_BI,0,11
Pre-Production,9,10
Presentation_Layer,4,3
Prism,0,11
Private_Cloud,12,10
Private_Networks,14,14
Probation,12,5
Problem_Management,10,4
Problem_Solving,2,11
Process_Architecture,11,3
Process_Design,2,11
Process_Development,6,13
Process_Flow_Diagrams,11,3
Process_Improvement_and_Optimization,6,13
Procurement,9,10
Product_Configuration,3,9
Product_Defect,3,9
Product_Design,3,7
Product_Development,5,2
Product_Engineering,3,9
Product_Knowledge,12,9
Product_Lifecycle,1,1
Product_Management,6,2
Production_Code,11,3
Production_and_Assembly,9,10
Program_Management,13,10
Programming_languages,6,13
Project_Coordination,1,1
Project_Documentation,7,6
Project_Implementation,8,7
Project_Management,2,11
Project_Management_Office_(PMO),11,6
Project_Planning,14,4
Project_Portfolio_Management,10,4
Project_Stakeholders,12,10
Promotions_and_Campaigns,4,3
Prospecting_and_Qualification,8,12
Prototyping,11,3
Proxy_Servers,4,9
PuTTY,8,5
Public_Cloud,7,10
Puppet,3,2
Purchasing,8,12
Python,12,2
Quality_Assurance_and_Control,3,13
Quantitative_Analysis,13,8
R,4,9
RESTful_API,6,13
RF_Planning,8,12
RabbitMQ,13,7
Radar,6,13
React,4,9
React.js,14,7
Recovery_Testing,2,1
Recruitment,11,3
Recurrent_Neural_Network_(RNN),13,8
Red_Hat_Linux,9,10
Redis,3,3
Reference_Architecture,3,11
Refining,3,7
Registration,1,1
Reinforcement,13,8
Relational_Database_Design,9,10
Relational_Databases,4,3
Release_Management,9,10
Remote_Authentication_Dial_In_User_Service_(RADIUS),1,1
Remote_Desktop_Services,2,1
Remote_Monitoring,3,9
Remuneration,12,11
Reporting_Tools,1,5
Request_For_Information_(RFI),0,11
Requirements_Specifications,11,11
Research_And_Development,6,2
Research_Papers,13,8
Resource_Utilization,8,5
Restoration,9,10
Risk_Management,7,6
Robotic_Process_Automation,12,10
Root_Cause_Analysis,3,0
Route,7,10
Routing_Protocols,2,0
Ruby,4,9
SAP,4,9
SAS,14,4
SMS,1,1
SSL,1,1
SUSE_Linux,9,10
Sales,11,11
Sales_Analysis,3,7
Sales_Analytics,0,11
Sales_Management,8,12
Sales_Process,8,12
Sales_Proposals,12,9
Sales_Support,12,9
Salesforce,13,10
Salesforce_Development,13,10
Salt_Stack,4,9
Scalability,3,7
Scheduling,2,1
SciPy,13,8
Science_and_Research,14,0
Scope_Management,13,10
Scripting,12,10
Scripting_Languages,7,10
Search_Engines,4,3
Security_Assertion_Markup_Language_(SAML),6,2
Security_Controls,7,10
Security_Devices,14,5
Security_Systems,10,10
Security_Technology,13,8
Semi-Structured_Data,12,3
SendGrid,0,11
Sendgrid,0,11
Servant_Leadership,5,2
Server-Side,0,11
Server_Administration,4,9
Server_Virtualization,1,1
Servers,4,9
ServiceNow,14,1
Service_Assurance,11,3
Service_Design,9,10
Service_Development,14,4
Service_Fulfillment,11,3
Service_Improvement,3,3
Service_Level,10,4
Service_Level_Management,10,4
Service_Management,14,1
Service_Quality,7,6
Shell_Commands,14,13
Shopify,6,13
Signalling_Connection_Control_Part_(SCCP),7,10
Silver_Peak,8,5
Simple_Object_Access_Protocol_(SOAP),9,10
Single_Sign-On_(SSO),3,9
Siteminder,4,9
Sniffers,2,0
Social_Security,10,6
Software_Architecture,6,13
Software_Defined_Networking_(SDN),14,2
Software_Deployment,12,1
Software_Design,14,13
Software_Design_Patterns,6,13
Software_Development,11,13
Software_Development_Life_Cycle,6,13
Software_Engineering,6,2
Software_Installation,14,7
Software_Suite,6,2
Software_Systems,9,10
Software_Testing,6,2
SolarWinds,2,5
Solar_Panels,10,12
Solution_Architecture,11,6
Solution_Delivery,11,13
Solution_Design,6,13
Solution_Selling,7,6
Sonicwall,3,9
Splunk,9,10
Spring,6,13
Spring_Boot,6,13
Spring_Framework,4,3
Staff_Management,3,3
Stakeholder_Management,11,13
Standard_Operating_Procedure,14,2
Statistics,13,8
Storage_Area_Network_(SAN),4,9
Storage_Devices,4,9
Storage_Management,14,4
Storage_Systems,14,4
Strategic_Planning,2,11
