node,HGPA_label,NMF_label
Workflow_Management,13,4
Workforce_Management,12,8
Writing,10,6
XML,9,11
XML_Schema,15,11
XPath,15,11
YouTube,14,4
Zendesk,7,13
Zuora,11,6
jQuery,6,13
